Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
755,50,Male,Single,"37,087.00","42,125.00",343,4,0,Self-Employed,0,Middle-Aged,Low Income,Rejected,114%,Critical Exposure,Poor,Employed,High Dependency,842.50,122.81,Aggressive-High Risk,6.86,New/Thin
756,62,Female,Single,"32,605.00","6,363.00",616,4,4,Employed,0,Senior,Low Income,Rejected,20%,Low Exposure,Good,Employed,High Dependency,509.04,10.33,Conservative-Low Risk,9.94,New/Thin
757,37,Female,Single,"51,337.00","47,291.00",680,2,2,Self-Employed,1,Adult,Average Income,Approved,92%,High Exposure,Good,Employed,Low Dependency,1891.64,69.55,Aggressive-High Risk,18.38,Moderate
758,25,Female,Single,"25,482.00","40,060.00",444,4,2,Self-Employed,0,Adult,Low Income,Rejected,157%,Critical Exposure,Poor,Employed,High Dependency,1602.40,90.23,Aggressive-High Risk,17.76,Moderate
759,49,Male,Married,"85,333.00","6,538.00",626,1,4,Un-Employed,1,Middle-Aged,Average Income,Approved,8%,Low Exposure,Good, Other Income,Low Dependency,523.04,10.44,Conservative-Low Risk,12.78,Moderate
760,24,Female,Married,"1,12,541.00","41,176.00",662,1,1,Self-Employed,1,Youth,High Income,Approved,37%,Low Exposure,Good,Employed,Low Dependency,823.52,62.20,Aggressive-High Risk,27.58,Long/Mature
761,30,Female,Single,"1,08,296.00","46,520.00",349,0,2,Un-Employed,1,Adult,High Income,Approved,43%,Controlled Exposure,Poor, Other Income,No DePendency,1860.80,133.30,Aggressive-High Risk,11.63,Moderate
762,37,Male,Single,"70,952.00","30,675.00",364,2,4,Self-Employed,1,Adult,Average Income,Approved,43%,Controlled Exposure,Poor,Employed,Low Dependency,2454.00,84.27,Aggressive-High Risk,9.84,New/Thin
763,30,Male,Single,"25,463.00","23,287.00",654,0,1,Employed,1,Adult,Low Income,Approved,91%,High Exposure,Good,Employed,No DePendency,465.74,35.61,Conservative-Low Risk,21.80,Long/Mature
764,37,Female,Married,"1,32,164.00","5,174.00",463,1,1,Self-Employed,1,Adult,High Income,Approved,4%,Low Exposure,Poor,Employed,Low Dependency,103.48,11.17,Conservative-Low Risk,12.51,Moderate
765,40,Female,Single,"90,448.00","31,732.00",440,1,3,Self-Employed,1,Middle-Aged,Average Income,Approved,35%,Low Exposure,Poor,Employed,Low Dependency,1903.92,72.12,Aggressive-High Risk,11.00,Moderate
766,44,Female,Single,"24,648.00","39,998.00",427,3,1,Un-Employed,0,Middle-Aged,Low Income,Rejected,162%,Critical Exposure,Poor, Other Income,High Dependency,799.96,93.67,Aggressive-High Risk,9.70,New/Thin
767,25,Female,Single,"53,623.00","42,055.00",697,4,2,Un-Employed,1,Adult,Average Income,Approved,78%,High Exposure,Good, Other Income,High Dependency,1682.20,60.34,Aggressive-High Risk,27.88,Long/Mature
768,54,Male,Divorced,"79,156.00","17,112.00",762,1,2,Un-Employed,1,Middle-Aged,Average Income,Approved,22%,Low Exposure,Excellent, Other Income,Low Dependency,684.48,22.46,Conservative-Low Risk,14.11,Moderate
769,26,Female,Single,"55,634.00","44,874.00",486,0,4,Self-Employed,1,Adult,Average Income,Approved,81%,High Exposure,Poor,Employed,No DePendency,3589.92,92.33,Aggressive-High Risk,18.69,Moderate
770,22,Female,Divorced,"64,602.00","14,689.00",489,0,4,Self-Employed,1,Youth,Average Income,Approved,23%,Low Exposure,Poor,Employed,No DePendency,1175.12,30.04,Conservative-Low Risk,22.23,Long/Mature
771,33,Male,Divorced,"1,34,598.00","49,814.00",687,4,1,Employed,1,Adult,High Income,Approved,37%,Low Exposure,Good,Employed,High Dependency,996.28,72.51,Aggressive-High Risk,20.82,Long/Mature
772,63,Female,Single,"69,334.00","24,555.00",728,4,0,Self-Employed,1,Senior,Average Income,Approved,35%,Low Exposure,Good,Employed,High Dependency,491.10,33.73,Conservative-Low Risk,11.56,Moderate
773,63,Male,Divorced,"88,648.00","38,919.00",583,3,3,Employed,0,Senior,Average Income,Rejected,44%,Controlled Exposure,Poor,Employed,High Dependency,2335.14,66.76,Aggressive-High Risk,9.25,New/Thin
774,31,Male,Single,"42,054.00","12,619.00",536,2,0,Un-Employed,1,Adult,Low Income,Approved,30%,Low Exposure,Poor, Other Income,Low Dependency,252.38,23.54,Conservative-Low Risk,17.29,Moderate
775,43,Male,Married,"90,028.00","11,033.00",493,0,1,Un-Employed,1,Middle-Aged,Average Income,Approved,12%,Low Exposure,Poor, Other Income,No DePendency,220.66,22.38,Conservative-Low Risk,11.47,Moderate
776,36,Female,Married,"42,207.00","46,328.00",586,4,1,Un-Employed,0,Adult,Low Income,Rejected,110%,Critical Exposure,Poor, Other Income,High Dependency,926.56,79.06,Aggressive-High Risk,16.28,Moderate
777,51,Female,Married,"1,00,650.00","9,946.00",435,0,0,Employed,1,Middle-Aged,High Income,Approved,10%,Low Exposure,Poor,Employed,No DePendency,198.92,22.86,Conservative-Low Risk,8.53,New/Thin
778,31,Male,Married,"1,19,821.00","29,618.00",470,4,3,Self-Employed,0,Adult,High Income,Rejected,25%,Low Exposure,Poor,Employed,High Dependency,1777.08,63.02,Aggressive-High Risk,15.16,Moderate
779,36,Female,Divorced,"1,01,554.00","39,675.00",458,1,0,Un-Employed,1,Adult,High Income,Approved,39%,Low Exposure,Poor, Other Income,Low Dependency,793.50,86.63,Aggressive-High Risk,12.72,Moderate
780,28,Female,Single,"41,386.00","41,258.00",500,0,4,Self-Employed,1,Adult,Low Income,Approved,100%,High Exposure,Poor,Employed,No DePendency,3300.64,82.52,Aggressive-High Risk,17.86,Moderate
781,24,Male,Single,"1,03,276.00","23,919.00",786,1,2,Self-Employed,1,Youth,High Income,Approved,23%,Low Exposure,Excellent,Employed,Low Dependency,956.76,30.43,Conservative-Low Risk,32.75,Long/Mature
782,60,Male,Single,"79,518.00","9,173.00",803,0,4,Un-Employed,1,Senior,Average Income,Approved,12%,Low Exposure,Excellent, Other Income,No DePendency,733.84,11.42,Conservative-Low Risk,13.38,Moderate
783,24,Female,Married,"72,781.00","48,833.00",670,2,2,Employed,1,Youth,Average Income,Approved,67%,High Exposure,Good,Employed,Low Dependency,1953.32,72.89,Aggressive-High Risk,27.92,Long/Mature
784,45,Male,Married,"72,780.00","31,400.00",402,3,1,Self-Employed,1,Middle-Aged,Average Income,Approved,43%,Controlled Exposure,Poor,Employed,High Dependency,628.00,78.11,Aggressive-High Risk,8.93,New/Thin
785,23,Female,Single,"81,440.00","9,769.00",424,1,3,Un-Employed,0,Youth,Average Income,Rejected,12%,Low Exposure,Poor, Other Income,Low Dependency,586.14,23.04,Conservative-Low Risk,18.43,Moderate
786,52,Female,Married,"64,199.00","42,564.00",612,4,0,Self-Employed,1,Middle-Aged,Average Income,Approved,66%,High Exposure,Good,Employed,High Dependency,851.28,69.55,Aggressive-High Risk,11.77,Moderate
787,23,Female,Single,"81,035.00","19,211.00",757,2,3,Self-Employed,1,Youth,Average Income,Approved,24%,Low Exposure,Excellent,Employed,Low Dependency,1152.66,25.38,Conservative-Low Risk,32.91,Long/Mature
788,47,Female,Single,"28,210.00","28,255.00",529,0,0,Self-Employed,1,Middle-Aged,Low Income,Approved,100%,Critical Exposure,Poor,Employed,No DePendency,565.10,53.41,Aggressive-High Risk,11.26,Moderate
789,49,Male,Single,"64,363.00","32,962.00",496,1,4,Self-Employed,1,Middle-Aged,Average Income,Approved,51%,Controlled Exposure,Poor,Employed,Low Dependency,2636.96,66.46,Aggressive-High Risk,10.12,Moderate
790,52,Male,Single,"1,31,175.00","24,356.00",722,0,4,Self-Employed,1,Middle-Aged,High Income,Approved,19%,Low Exposure,Good,Employed,No DePendency,1948.48,33.73,Conservative-Low Risk,13.88,Moderate
791,39,Male,Single,"98,279.00","25,306.00",470,0,0,Employed,1,Adult,Average Income,Approved,26%,Low Exposure,Poor,Employed,No DePendency,506.12,53.84,Aggressive-High Risk,12.05,Moderate
792,41,Male,Single,"80,348.00","9,997.00",681,0,3,Employed,1,Middle-Aged,Average Income,Approved,12%,Low Exposure,Good,Employed,No DePendency,599.82,14.68,Conservative-Low Risk,16.61,Moderate
793,25,Female,Single,"75,284.00","22,376.00",472,3,0,Un-Employed,0,Adult,Average Income,Rejected,30%,Low Exposure,Poor, Other Income,High Dependency,447.52,47.41,Conservative-Low Risk,18.88,Moderate
794,38,Female,Married,"1,27,628.00","45,880.00",752,3,1,Employed,1,Adult,High Income,Approved,36%,Low Exposure,Excellent,Employed,High Dependency,917.60,61.01,Aggressive-High Risk,19.79,Moderate
795,48,Male,Single,"1,29,835.00","43,055.00",649,4,4,Employed,1,Middle-Aged,High Income,Approved,33%,Low Exposure,Good,Employed,High Dependency,3444.40,66.34,Aggressive-High Risk,13.52,Moderate
796,62,Female,Single,"92,124.00","15,578.00",793,1,1,Employed,1,Senior,Average Income,Approved,17%,Low Exposure,Excellent,Employed,Low Dependency,311.56,19.64,Conservative-Low Risk,12.79,Moderate
797,42,Female,Married,"88,847.00","23,624.00",303,2,4,Self-Employed,1,Middle-Aged,Average Income,Approved,27%,Low Exposure,Poor,Employed,Low Dependency,1889.92,77.97,Aggressive-High Risk,7.21,New/Thin
798,41,Female,Married,"42,432.00","44,194.00",392,2,4,Self-Employed,1,Middle-Aged,Low Income,Approved,104%,Critical Exposure,Poor,Employed,Low Dependency,3535.52,112.74,Aggressive-High Risk,9.56,New/Thin
799,26,Male,Married,"1,46,252.00","49,367.00",305,2,2,Un-Employed,1,Adult,High Income,Approved,34%,Low Exposure,Poor, Other Income,Low Dependency,1974.68,161.86,Aggressive-High Risk,11.73,Moderate
800,21,Male,Single,"84,089.00","5,389.00",587,0,1,Un-Employed,1,Youth,Average Income,Approved,6%,Low Exposure,Poor, Other Income,No DePendency,107.78,9.18,Conservative-Low Risk,27.95,Long/Mature
801,25,Male,Divorced,"75,398.00","38,767.00",445,3,1,Un-Employed,0,Adult,Average Income,Rejected,51%,Controlled Exposure,Poor, Other Income,High Dependency,775.34,87.12,Aggressive-High Risk,17.80,Moderate
802,61,Female,Divorced,"1,19,291.00","6,855.00",723,1,2,Self-Employed,1,Senior,High Income,Approved,6%,Low Exposure,Good,Employed,Low Dependency,274.20,9.48,Conservative-Low Risk,11.85,Moderate
803,32,Male,Married,"23,321.00","45,893.00",756,0,3,Employed,1,Adult,Low Income,Approved,197%,Critical Exposure,Excellent,Employed,No DePendency,2753.58,60.71,Aggressive-High Risk,23.63,Long/Mature
804,46,Male,Divorced,"1,01,348.00","18,794.00",501,3,1,Employed,1,Middle-Aged,High Income,Approved,19%,Low Exposure,Poor,Employed,High Dependency,375.88,37.51,Conservative-Low Risk,10.89,Moderate
805,54,Male,Married,"57,383.00","40,531.00",511,3,0,Self-Employed,1,Middle-Aged,Average Income,Approved,71%,High Exposure,Poor,Employed,High Dependency,810.62,79.32,Aggressive-High Risk,9.46,New/Thin
806,34,Male,Single,"1,33,816.00","9,986.00",305,1,2,Un-Employed,1,Adult,High Income,Approved,7%,Low Exposure,Poor, Other Income,Low Dependency,399.44,32.74,Conservative-Low Risk,8.97,New/Thin
807,46,Male,Divorced,"98,682.00","37,298.00",675,1,1,Un-Employed,1,Middle-Aged,Average Income,Approved,38%,Low Exposure,Good, Other Income,Low Dependency,745.96,55.26,Aggressive-High Risk,14.67,Moderate
808,47,Male,Single,"1,43,053.00","6,481.00",746,1,3,Un-Employed,1,Middle-Aged,High Income,Approved,5%,Low Exposure,Good, Other Income,Low Dependency,388.86,8.69,Conservative-Low Risk,15.87,Moderate
809,29,Female,Divorced,"99,190.00","8,731.00",405,0,1,Self-Employed,1,Adult,Average Income,Approved,9%,Low Exposure,Poor,Employed,No DePendency,174.62,21.56,Conservative-Low Risk,13.97,Moderate
810,46,Female,Single,"72,893.00","21,835.00",700,4,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,30%,Low Exposure,Good, Other Income,High Dependency,1746.80,31.19,Conservative-Low Risk,15.22,Moderate
811,42,Male,Divorced,"55,820.00","32,798.00",395,1,0,Un-Employed,1,Middle-Aged,Average Income,Approved,59%,Controlled Exposure,Poor, Other Income,Low Dependency,655.96,83.03,Aggressive-High Risk,9.40,New/Thin
812,50,Male,Single,"1,41,262.00","31,113.00",687,4,2,Self-Employed,1,Middle-Aged,High Income,Approved,22%,Low Exposure,Good,Employed,High Dependency,1244.52,45.29,Conservative-Low Risk,13.74,Moderate
813,63,Female,Single,"86,262.00","24,477.00",751,0,4,Employed,1,Senior,Average Income,Approved,28%,Low Exposure,Excellent,Employed,No DePendency,1958.16,32.59,Conservative-Low Risk,11.92,Moderate
814,37,Female,Divorced,"23,760.00","22,266.00",715,4,3,Self-Employed,0,Adult,Low Income,Rejected,94%,High Exposure,Good,Employed,High Dependency,1335.96,31.14,Conservative-Low Risk,19.32,Moderate
815,46,Male,Single,"42,190.00","25,792.00",803,2,4,Self-Employed,1,Middle-Aged,Low Income,Approved,61%,High Exposure,Excellent,Employed,Low Dependency,2063.36,32.12,Conservative-Low Risk,17.46,Moderate
816,56,Male,Single,"87,411.00","25,452.00",753,4,4,Self-Employed,1,Middle-Aged,Average Income,Approved,29%,Low Exposure,Excellent,Employed,High Dependency,2036.16,33.80,Conservative-Low Risk,13.45,Moderate
817,21,Male,Single,"43,377.00","48,526.00",590,1,3,Self-Employed,1,Youth,Low Income,Approved,112%,Critical Exposure,Poor,Employed,Low Dependency,2911.56,82.25,Aggressive-High Risk,28.10,Long/Mature
818,28,Male,Divorced,"66,737.00","46,334.00",833,0,4,Employed,1,Adult,Average Income,Approved,69%,High Exposure,Excellent,Employed,No DePendency,3706.72,55.62,Aggressive-High Risk,29.75,Long/Mature
819,55,Female,Divorced,"89,569.00","16,889.00",492,1,2,Un-Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Poor, Other Income,Low Dependency,675.56,34.33,Conservative-Low Risk,8.95,New/Thin
820,35,Male,Single,"58,211.00","29,335.00",449,2,1,Self-Employed,1,Adult,Average Income,Approved,50%,Controlled Exposure,Poor,Employed,Low Dependency,586.70,65.33,Aggressive-High Risk,12.83,Moderate
821,42,Male,Single,"1,02,909.00","16,254.00",814,1,4,Employed,1,Middle-Aged,High Income,Approved,16%,Low Exposure,Excellent,Employed,Low Dependency,1300.32,19.97,Conservative-Low Risk,19.38,Moderate
822,34,Male,Divorced,"23,744.00","26,074.00",692,1,2,Un-Employed,1,Adult,Low Income,Approved,110%,Critical Exposure,Good, Other Income,Low Dependency,1042.96,37.68,Conservative-Low Risk,20.35,Long/Mature
823,46,Male,Divorced,"1,45,566.00","16,442.00",615,1,1,Un-Employed,1,Middle-Aged,High Income,Approved,11%,Low Exposure,Good, Other Income,Low Dependency,328.84,26.73,Conservative-Low Risk,13.37,Moderate
824,48,Female,Single,"44,995.00","42,327.00",375,3,1,Un-Employed,0,Middle-Aged,Low Income,Rejected,94%,High Exposure,Poor, Other Income,High Dependency,846.54,112.87,Aggressive-High Risk,7.81,New/Thin
825,43,Female,Single,"36,977.00","21,199.00",569,2,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,57%,Controlled Exposure,Poor,Employed,Low Dependency,1695.92,37.26,Conservative-Low Risk,13.23,Moderate
826,34,Female,Single,"1,49,508.00","12,291.00",524,1,2,Self-Employed,1,Adult,High Income,Approved,8%,Low Exposure,Poor,Employed,Low Dependency,491.64,23.46,Conservative-Low Risk,15.41,Moderate
827,44,Male,Married,"1,17,938.00","45,928.00",829,1,4,Un-Employed,1,Middle-Aged,High Income,Approved,39%,Low Exposure,Excellent, Other Income,Low Dependency,3674.24,55.40,Aggressive-High Risk,18.84,Moderate
828,22,Male,Divorced,"54,542.00","5,112.00",412,1,3,Un-Employed,0,Youth,Average Income,Rejected,9%,Low Exposure,Poor, Other Income,Low Dependency,306.72,12.41,Conservative-Low Risk,18.73,Moderate
829,46,Female,Married,"30,651.00","26,515.00",550,0,1,Un-Employed,0,Middle-Aged,Low Income,Rejected,87%,High Exposure,Poor, Other Income,No DePendency,530.30,48.21,Conservative-Low Risk,11.96,Moderate
830,34,Male,Divorced,"1,19,239.00","24,581.00",532,3,4,Un-Employed,0,Adult,High Income,Rejected,21%,Low Exposure,Poor, Other Income,High Dependency,1966.48,46.20,Conservative-Low Risk,15.65,Moderate
831,27,Male,Divorced,"98,931.00","31,500.00",382,0,1,Un-Employed,1,Adult,Average Income,Approved,32%,Low Exposure,Poor, Other Income,No DePendency,630.00,82.46,Aggressive-High Risk,14.15,Moderate
832,23,Female,Divorced,"1,15,344.00","37,026.00",424,3,2,Un-Employed,0,Youth,High Income,Rejected,32%,Low Exposure,Poor, Other Income,High Dependency,1481.04,87.33,Aggressive-High Risk,18.43,Moderate
833,43,Female,Divorced,"1,22,112.00","21,523.00",474,1,0,Employed,1,Middle-Aged,High Income,Approved,18%,Low Exposure,Poor,Employed,Low Dependency,430.46,45.41,Conservative-Low Risk,11.02,Moderate
834,63,Female,Divorced,"36,715.00","6,424.00",368,2,4,Un-Employed,0,Senior,Low Income,Rejected,17%,Low Exposure,Poor, Other Income,Low Dependency,513.92,17.46,Conservative-Low Risk,5.84,New/Thin
835,38,Female,Divorced,"64,409.00","24,552.00",346,4,4,Self-Employed,0,Adult,Average Income,Rejected,38%,Low Exposure,Poor,Employed,High Dependency,1964.16,70.96,Aggressive-High Risk,9.11,New/Thin
836,58,Male,Divorced,"44,306.00","15,808.00",555,4,1,Self-Employed,1,Middle-Aged,Low Income,Approved,36%,Low Exposure,Poor,Employed,High Dependency,316.16,28.48,Conservative-Low Risk,9.57,New/Thin
837,55,Male,Married,"39,086.00","43,811.00",329,1,2,Self-Employed,1,Middle-Aged,Low Income,Approved,112%,Critical Exposure,Poor,Employed,Low Dependency,1752.44,133.16,Aggressive-High Risk,5.98,New/Thin
838,35,Female,Single,"34,376.00","11,989.00",580,0,3,Un-Employed,0,Adult,Low Income,Rejected,35%,Low Exposure,Poor, Other Income,No DePendency,719.34,20.67,Conservative-Low Risk,16.57,Moderate
839,45,Male,Single,"81,350.00","28,620.00",536,2,2,Self-Employed,1,Middle-Aged,Average Income,Approved,35%,Low Exposure,Poor,Employed,Low Dependency,1144.80,53.40,Aggressive-High Risk,11.91,Moderate
840,57,Female,Married,"91,425.00","44,029.00",547,3,4,Employed,0,Middle-Aged,Average Income,Rejected,48%,Controlled Exposure,Poor,Employed,High Dependency,3522.32,80.49,Aggressive-High Risk,9.60,New/Thin
841,48,Female,Married,"1,23,358.00","5,887.00",667,1,3,Un-Employed,1,Middle-Aged,High Income,Approved,5%,Low Exposure,Good, Other Income,Low Dependency,353.22,8.83,Conservative-Low Risk,13.90,Moderate
842,30,Male,Married,"56,636.00","36,802.00",794,2,2,Self-Employed,1,Adult,Average Income,Approved,65%,High Exposure,Excellent,Employed,Low Dependency,1472.08,46.35,Conservative-Low Risk,26.47,Long/Mature
843,59,Female,Married,"1,06,120.00","24,488.00",324,2,0,Employed,1,Middle-Aged,High Income,Approved,23%,Low Exposure,Poor,Employed,Low Dependency,489.76,75.58,Aggressive-High Risk,5.49,New/Thin
844,37,Male,Divorced,"1,34,889.00","35,013.00",789,3,1,Employed,1,Adult,High Income,Approved,26%,Low Exposure,Excellent,Employed,High Dependency,700.26,44.38,Conservative-Low Risk,21.32,Long/Mature
845,59,Male,Single,"71,649.00","21,402.00",793,2,2,Self-Employed,1,Middle-Aged,Average Income,Approved,30%,Low Exposure,Excellent,Employed,Low Dependency,856.08,26.99,Conservative-Low Risk,13.44,Moderate
846,42,Male,Divorced,"54,610.00","26,205.00",613,0,2,Employed,1,Middle-Aged,Average Income,Approved,48%,Controlled Exposure,Good,Employed,No DePendency,1048.20,42.75,Conservative-Low Risk,14.60,Moderate
847,46,Male,Single,"30,058.00","31,049.00",674,0,0,Self-Employed,1,Middle-Aged,Low Income,Approved,103%,Critical Exposure,Good,Employed,No DePendency,620.98,46.07,Conservative-Low Risk,14.65,Moderate
848,64,Female,Single,"1,44,876.00","17,253.00",324,0,4,Employed,1,Senior,High Income,Approved,12%,Low Exposure,Poor,Employed,No DePendency,1380.24,53.25,Aggressive-High Risk,5.06,New/Thin
849,45,Male,Married,"1,48,265.00","23,990.00",633,2,1,Un-Employed,1,Middle-Aged,High Income,Approved,16%,Low Exposure,Good, Other Income,Low Dependency,479.80,37.90,Conservative-Low Risk,14.07,Moderate
850,37,Female,Divorced,"94,637.00","12,846.00",654,0,2,Un-Employed,1,Adult,Average Income,Approved,14%,Low Exposure,Good, Other Income,No DePendency,513.84,19.64,Conservative-Low Risk,17.68,Moderate
851,33,Female,Married,"98,033.00","30,027.00",415,3,3,Un-Employed,0,Adult,Average Income,Rejected,31%,Low Exposure,Poor, Other Income,High Dependency,1801.62,72.35,Aggressive-High Risk,12.58,Moderate
852,40,Female,Divorced,"90,194.00","44,200.00",347,2,2,Un-Employed,1,Middle-Aged,Average Income,Approved,49%,Controlled Exposure,Poor, Other Income,Low Dependency,1768.00,127.38,Aggressive-High Risk,8.68,New/Thin
853,45,Female,Single,"96,917.00","8,765.00",398,4,1,Un-Employed,0,Middle-Aged,Average Income,Rejected,9%,Low Exposure,Poor, Other Income,High Dependency,175.30,22.02,Conservative-Low Risk,8.84,New/Thin
854,24,Male,Married,"84,200.00","20,950.00",758,2,2,Self-Employed,1,Youth,Average Income,Approved,25%,Low Exposure,Excellent,Employed,Low Dependency,838.00,27.64,Conservative-Low Risk,31.58,Long/Mature
855,30,Male,Married,"1,25,848.00","14,741.00",822,3,0,Un-Employed,1,Adult,High Income,Approved,12%,Low Exposure,Excellent, Other Income,High Dependency,294.82,17.93,Conservative-Low Risk,27.40,Long/Mature
856,23,Female,Single,"1,26,022.00","27,742.00",704,4,2,Un-Employed,1,Youth,High Income,Approved,22%,Low Exposure,Good, Other Income,High Dependency,1109.68,39.41,Conservative-Low Risk,30.61,Long/Mature
857,61,Female,Single,"66,619.00","29,703.00",513,2,2,Un-Employed,1,Senior,Average Income,Approved,45%,Controlled Exposure,Poor, Other Income,Low Dependency,1188.12,57.90,Aggressive-High Risk,8.41,New/Thin
858,38,Male,Single,"37,154.00","43,709.00",802,0,3,Un-Employed,0,Adult,Low Income,Rejected,118%,Critical Exposure,Excellent, Other Income,No DePendency,2622.54,54.50,Aggressive-High Risk,21.11,Long/Mature
859,56,Female,Married,"39,539.00","42,623.00",747,1,0,Employed,1,Middle-Aged,Low Income,Approved,108%,Critical Exposure,Good,Employed,Low Dependency,852.46,57.06,Aggressive-High Risk,13.34,Moderate
860,42,Male,Divorced,"1,45,381.00","27,931.00",557,1,0,Un-Employed,1,Middle-Aged,High Income,Approved,19%,Low Exposure,Poor, Other Income,Low Dependency,558.62,50.15,Aggressive-High Risk,13.26,Moderate
861,54,Female,Married,"80,058.00","28,580.00",420,0,2,Un-Employed,1,Middle-Aged,Average Income,Approved,36%,Low Exposure,Poor, Other Income,No DePendency,1143.20,68.05,Aggressive-High Risk,7.78,New/Thin
862,28,Male,Divorced,"82,068.00","20,166.00",353,1,3,Self-Employed,1,Adult,Average Income,Approved,25%,Low Exposure,Poor,Employed,Low Dependency,1209.96,57.13,Aggressive-High Risk,12.61,Moderate
863,60,Female,Married,"97,313.00","34,240.00",630,1,2,Employed,1,Senior,Average Income,Approved,35%,Low Exposure,Good,Employed,Low Dependency,1369.60,54.35,Aggressive-High Risk,10.50,Moderate
864,64,Female,Married,"1,19,932.00","30,991.00",540,0,2,Self-Employed,1,Senior,High Income,Approved,26%,Low Exposure,Poor,Employed,No DePendency,1239.64,57.39,Aggressive-High Risk,8.44,New/Thin
865,39,Male,Single,"50,373.00","43,556.00",829,0,1,Un-Employed,1,Adult,Average Income,Approved,86%,High Exposure,Excellent, Other Income,No DePendency,871.12,52.54,Aggressive-High Risk,21.26,Long/Mature
866,62,Female,Divorced,"53,154.00","37,969.00",782,2,1,Self-Employed,1,Senior,Average Income,Approved,71%,High Exposure,Excellent,Employed,Low Dependency,759.38,48.55,Conservative-Low Risk,12.61,Moderate
867,61,Female,Married,"26,031.00","15,561.00",486,2,3,Self-Employed,0,Senior,Low Income,Rejected,60%,Controlled Exposure,Poor,Employed,Low Dependency,933.66,32.02,Conservative-Low Risk,7.97,New/Thin
868,57,Male,Married,"1,13,533.00","21,901.00",561,0,4,Un-Employed,0,Middle-Aged,High Income,Rejected,19%,Low Exposure,Poor, Other Income,No DePendency,1752.08,39.04,Conservative-Low Risk,9.84,New/Thin
869,26,Female,Single,"91,975.00","45,505.00",663,3,1,Employed,1,Adult,Average Income,Approved,49%,Controlled Exposure,Good,Employed,High Dependency,910.10,68.63,Aggressive-High Risk,25.50,Long/Mature
870,46,Male,Single,"42,785.00","35,020.00",790,1,4,Employed,1,Middle-Aged,Low Income,Approved,82%,High Exposure,Excellent,Employed,Low Dependency,2801.60,44.33,Conservative-Low Risk,17.17,Moderate
871,54,Male,Divorced,"98,928.00","30,917.00",730,2,0,Self-Employed,1,Middle-Aged,Average Income,Approved,31%,Low Exposure,Good,Employed,Low Dependency,618.34,42.35,Conservative-Low Risk,13.52,Moderate
872,26,Female,Married,"1,38,696.00","6,988.00",538,1,1,Un-Employed,1,Adult,High Income,Approved,5%,Low Exposure,Poor, Other Income,Low Dependency,139.76,12.99,Conservative-Low Risk,20.69,Long/Mature
873,57,Female,Divorced,"48,669.00","49,505.00",603,4,1,Self-Employed,1,Middle-Aged,Low Income,Approved,102%,Critical Exposure,Good,Employed,High Dependency,990.10,82.10,Aggressive-High Risk,10.58,Moderate
874,53,Female,Married,"1,14,475.00","19,256.00",597,0,3,Self-Employed,1,Middle-Aged,High Income,Approved,17%,Low Exposure,Poor,Employed,No DePendency,1155.36,32.25,Conservative-Low Risk,11.26,Moderate
875,42,Female,Divorced,"1,37,154.00","27,192.00",375,3,4,Self-Employed,0,Middle-Aged,High Income,Rejected,20%,Low Exposure,Poor,Employed,High Dependency,2175.36,72.51,Aggressive-High Risk,8.93,New/Thin
876,41,Female,Single,"22,282.00","33,230.00",632,4,1,Un-Employed,0,Middle-Aged,Low Income,Rejected,149%,Critical Exposure,Good, Other Income,High Dependency,664.60,52.58,Aggressive-High Risk,15.41,Moderate
877,26,Female,Married,"54,624.00","44,930.00",773,4,1,Un-Employed,1,Adult,Average Income,Approved,82%,High Exposure,Excellent, Other Income,High Dependency,898.60,58.12,Aggressive-High Risk,29.73,Long/Mature
878,26,Female,Divorced,"68,438.00","27,625.00",582,4,3,Employed,0,Adult,Average Income,Rejected,40%,Controlled Exposure,Poor,Employed,High Dependency,1657.50,47.47,Conservative-Low Risk,22.38,Long/Mature
879,24,Male,Single,"1,09,900.00","37,088.00",371,0,3,Un-Employed,0,Youth,High Income,Rejected,34%,Low Exposure,Poor, Other Income,No DePendency,2225.28,99.97,Aggressive-High Risk,15.46,Moderate
880,50,Female,Single,"87,534.00","19,114.00",562,2,4,Self-Employed,1,Middle-Aged,Average Income,Approved,22%,Low Exposure,Poor,Employed,Low Dependency,1529.12,34.01,Conservative-Low Risk,11.24,Moderate
881,31,Male,Divorced,"51,705.00","46,167.00",311,0,0,Self-Employed,1,Adult,Average Income,Approved,89%,High Exposure,Poor,Employed,No DePendency,923.34,148.45,Aggressive-High Risk,10.03,Moderate
882,50,Female,Married,"58,244.00","43,401.00",440,2,0,Employed,1,Middle-Aged,Average Income,Approved,75%,High Exposure,Poor,Employed,Low Dependency,868.02,98.64,Aggressive-High Risk,8.80,New/Thin
